Date,Product ID,Product Name,Category,Subcategory,Price,Quantity Sold,Total Sales,Discount (%),Store ID,Region,Holiday Flag,Day Type,Loyalty Score
2023-06-13,P009,DSLR Camera,Electronics,Cameras,936,18,14320.8,15,S002,East,0,Weekday,86
2023-06-14,P001,Wireless Headphones,Electronics,Audio Devices,84,8,571.1999999999999,15,S003,North,0,Weekday,97
2023-06-14,P002,Gaming Laptop,Electronics,Computers,194,15,2764.5,5,S004,West,0,Weekday,99
2023-06-14,P003,Office Chair,Furniture,Chairs,266,7,1862.0,0,S002,North,0,Weekday,85
2023-06-14,P004,Coffee Maker,Appliances,Kitchen,653,13,8064.549999999999,5,S004,West,0,Weekday,76
2023-06-14,P005,Sneakers,Fashion,Footwear,924,10,8778.0,5,S002,South,0,Weekday,94
2023-06-14,P006,Smartwatch,Electronics,Wearable Devices,64,6,345.6,10,S004,East,0,Weekday,84
2023-06-14,P007,Yoga Mat,Fitness,Accessories,417,4,1668.0,0,S004,North,0,Weekday,68
2023-06-14,P008,Backpack,Fashion,Bags,592,10,5032.0,15,S004,South,0,Weekday,76
2023-06-14,P009,DSLR Camera,Electronics,Cameras,911,14,12754.0,0,S003,North,0,Weekday,69
2023-06-15,P001,Wireless Headphones,Electronics,Audio Devices,182,9,1638.0,0,S001,North,0,Weekday,86
2023-06-15,P002,Gaming Laptop,Electronics,Computers,615,1,522.75,15,S002,West,0,Weekday,80
2023-06-15,P003,Office Chair,Furniture,Chairs,841,8,6728.0,0,S002,West,0,Weekday,89
2023-06-15,P004,Coffee Maker,Appliances,Kitchen,974,4,3311.6,15,S004,North,0,Weekday,94
2023-06-15,P005,Sneakers,Fashion,Footwear,360,17,5202.0,15,S003,South,0,Weekday,79
2023-06-15,P006,Smartwatch,Electronics,Wearable Devices,261,4,887.4,15,S002,North,0,Weekday,91
2023-06-15,P007,Yoga Mat,Fitness,Accessories,677,3,2031.0,0,S004,East,0,Weekday,73
2023-06-15,P008,Backpack,Fashion,Bags,862,4,3448.0,0,S004,North,0,Weekday,90
2023-06-15,P009,DSLR Camera,Electronics,Cameras,302,19,5451.099999999999,5,S001,East,0,Weekday,91
2023-06-16,P001,Wireless Headphones,Electronics,Audio Devices,188,19,3393.3999999999996,5,S004,East,0,Weekday,93
2023-06-16,P002,Gaming Laptop,Electronics,Computers,1099,17,15880.55,15,S004,North,0,Weekday,76
2023-06-16,P003,Office Chair,Furniture,Chairs,157,15,2119.5,10,S001,East,0,Weekday,62
2023-06-16,P004,Coffee Maker,Appliances,Kitchen,465,16,6324.0,15,S001,South,0,Weekday,80
2023-06-16,P005,Sneakers,Fashion,Footwear,166,2,298.8,10,S003,West,0,Weekday,96
2023-06-16,P006,Smartwatch,Electronics,Wearable Devices,139,16,1890.3999999999999,15,S003,East,0,Weekday,75
2023-06-16,P007,Yoga Mat,Fitness,Accessories,275,11,3025.0,0,S004,East,0,Weekday,90
2023-06-16,P008,Backpack,Fashion,Bags,300,10,3000.0,0,S004,West,0,Weekday,88
2023-06-16,P009,DSLR Camera,Electronics,Cameras,350,8,2660.0,5,S004,West,0,Weekday,68
2023-06-17,P001,Wireless Headphones,Electronics,Audio Devices,126,9,1077.3,5,S004,North,0,Weekend,85
2023-06-17,P002,Gaming Laptop,Electronics,Computers,308,13,3803.7999999999997,5,S003,East,0,Weekend,96
2023-06-17,P003,Office Chair,Furniture,Chairs,902,13,11139.699999999999,5,S001,North,0,Weekend,88
2023-06-17,P004,Coffee Maker,Appliances,Kitchen,1155,19,18653.25,15,S003,South,0,Weekend,71
2023-06-17,P005,Sneakers,Fashion,Footwear,903,14,12642.0,0,S004,East,0,Weekend,88
2023-06-17,P006,Smartwatch,Electronics,Wearable Devices,708,14,9416.4,5,S002,West,0,Weekend,60
2023-06-17,P007,Yoga Mat,Fitness,Accessories,569,14,7966.0,0,S001,West,0,Weekend,67
2023-06-17,P008,Backpack,Fashion,Bags,982,11,9181.699999999999,15,S004,North,0,Weekend,84
2023-06-17,P009,DSLR Camera,Electronics,Cameras,1108,18,18946.8,5,S001,West,0,Weekend,79
2023-06-18,P001,Wireless Headphones,Electronics,Audio Devices,502,7,3338.2999999999997,5,S003,West,0,Weekend,76
2023-06-18,P002,Gaming Laptop,Electronics,Computers,917,10,8253.0,10,S001,West,0,Weekend,96
2023-06-18,P003,Office Chair,Furniture,Chairs,1183,8,8990.8,5,S002,South,0,Weekend,81
2023-06-18,P004,Coffee Maker,Appliances,Kitchen,111,3,283.05,15,S004,North,0,Weekend,77
2023-06-18,P005,Sneakers,Fashion,Footwear,770,13,9009.0,10,S004,South,0,Weekend,82
2023-06-18,P006,Smartwatch,Electronics,Wearable Devices,848,6,4324.8,15,S001,East,0,Weekend,71
2023-06-18,P007,Yoga Mat,Fitness,Accessories,689,14,8199.1,15,S001,South,0,Weekend,69
2023-06-18,P008,Backpack,Fashion,Bags,1109,12,12642.599999999999,5,S003,South,0,Weekend,68
2023-06-18,P009,DSLR Camera,Electronics,Cameras,777,19,14024.849999999999,5,S002,North,0,Weekend,60
2023-06-19,P001,Wireless Headphones,Electronics,Audio Devices,609,1,578.55,5,S002,East,0,Weekday,62
2023-06-19,P002,Gaming Laptop,Electronics,Computers,1048,4,4192.0,0,S002,West,0,Weekday,60
2023-06-19,P003,Office Chair,Furniture,Chairs,1199,11,12529.55,5,S002,North,0,Weekday,85
2023-06-19,P004,Coffee Maker,Appliances,Kitchen,863,5,4099.25,5,S002,East,0,Weekday,100
2023-06-19,P005,Sneakers,Fashion,Footwear,78,9,631.8000000000001,10,S001,North,0,Weekday,92
2023-06-19,P006,Smartwatch,Electronics,Wearable Devices,596,10,5960.0,0,S004,North,0,Weekday,92
2023-06-19,P007,Yoga Mat,Fitness,Accessories,969,2,1744.2,10,S004,South,0,Weekday,63
2023-06-19,P008,Backpack,Fashion,Bags,1036,14,14504.0,0,S001,South,0,Weekday,64
2023-06-19,P009,DSLR Camera,Electronics,Cameras,1094,9,8369.1,15,S003,East,0,Weekday,61
2023-06-20,P001,Wireless Headphones,Electronics,Audio Devices,791,15,10678.5,10,S003,West,0,Weekday,66
2023-06-20,P002,Gaming Laptop,Electronics,Computers,1197,5,5985.0,0,S004,East,0,Weekday,66
2023-06-20,P003,Office Chair,Furniture,Chairs,324,1,307.8,5,S004,East,0,Weekday,97
2023-06-20,P004,Coffee Maker,Appliances,Kitchen,543,4,1954.8,10,S003,East,0,Weekday,89
2023-06-20,P005,Sneakers,Fashion,Footwear,153,5,688.5,10,S002,West,0,Weekday,100
2023-06-20,P006,Smartwatch,Electronics,Wearable Devices,923,5,3922.75,15,S004,East,0,Weekday,74
2023-06-20,P007,Yoga Mat,Fitness,Accessories,469,5,1993.25,15,S002,North,0,Weekday,85
2023-06-20,P008,Backpack,Fashion,Bags,104,17,1591.2,10,S003,West,0,Weekday,61
2023-06-20,P009,DSLR Camera,Electronics,Cameras,88,12,1056.0,0,S004,East,0,Weekday,88
2023-06-21,P001,Wireless Headphones,Electronics,Audio Devices,1151,14,14502.6,10,S004,North,0,Weekday,86
2023-06-21,P002,Gaming Laptop,Electronics,Computers,328,1,295.2,10,S001,East,0,Weekday,83
2023-06-21,P003,Office Chair,Furniture,Chairs,118,9,955.8000000000001,10,S001,North,0,Weekday,77
2023-06-21,P004,Coffee Maker,Appliances,Kitchen,1152,20,20736.0,10,S004,West,0,Weekday,95
2023-06-21,P005,Sneakers,Fashion,Footwear,692,20,13840.0,0,S001,West,0,Weekday,73
2023-06-21,P006,Smartwatch,Electronics,Wearable Devices,170,5,850.0,0,S003,East,0,Weekday,69
2023-06-21,P007,Yoga Mat,Fitness,Accessories,796,20,15920.0,0,S004,East,0,Weekday,85
2023-06-21,P008,Backpack,Fashion,Bags,233,7,1467.9,10,S004,East,0,Weekday,60
2023-06-21,P009,DSLR Camera,Electronics,Cameras,775,18,11857.5,15,S003,East,0,Weekday,98
2023-06-22,P001,Wireless Headphones,Electronics,Audio Devices,71,3,181.04999999999998,15,S003,East,0,Weekday,76
2023-06-22,P002,Gaming Laptop,Electronics,Computers,954,20,17172.0,10,S002,West,0,Weekday,60
2023-06-22,P003,Office Chair,Furniture,Chairs,721,12,8652.0,0,S002,East,0,Weekday,79
2023-06-22,P004,Coffee Maker,Appliances,Kitchen,1013,13,13169.0,0,S001,North,0,Weekday,84
2023-06-22,P005,Sneakers,Fashion,Footwear,852,10,8094.0,5,S001,North,0,Weekday,68
2023-06-22,P006,Smartwatch,Electronics,Wearable Devices,1133,13,13256.1,10,S001,West,0,Weekday,98
2023-06-22,P007,Yoga Mat,Fitness,Accessories,1093,8,7432.4,15,S003,East,0,Weekday,84
2023-06-22,P008,Backpack,Fashion,Bags,579,5,2605.5,10,S002,East,0,Weekday,86
2023-06-22,P009,DSLR Camera,Electronics,Cameras,865,2,1557.0,10,S002,West,0,Weekday,78
2023-06-23,P001,Wireless Headphones,Electronics,Audio Devices,965,17,15584.75,5,S003,West,0,Weekday,66
2023-06-23,P002,Gaming Laptop,Electronics,Computers,77,16,1108.8,10,S002,North,0,Weekday,83
2023-06-23,P003,Office Chair,Furniture,Chairs,313,16,4757.599999999999,5,S002,North,0,Weekday,93
2023-06-23,P004,Coffee Maker,Appliances,Kitchen,226,11,2237.4,10,S004,South,0,Weekday,72
2023-06-23,P005,Sneakers,Fashion,Footwear,997,1,847.4499999999999,15,S004,North,0,Weekday,96
2023-06-23,P006,Smartwatch,Electronics,Wearable Devices,922,8,7376.0,0,S002,East,0,Weekday,77
2023-06-23,P007,Yoga Mat,Fitness,Accessories,728,13,8517.6,10,S002,West,0,Weekday,62
2023-06-23,P008,Backpack,Fashion,Bags,728,14,9682.4,5,S001,West,0,Weekday,96
2023-06-23,P009,DSLR Camera,Electronics,Cameras,226,12,2712.0,0,S001,West,0,Weekday,62
2023-06-24,P001,Wireless Headphones,Electronics,Audio Devices,422,7,2806.2999999999997,5,S002,East,0,Weekend,70
2023-06-24,P002,Gaming Laptop,Electronics,Computers,992,15,13392.0,10,S001,South,0,Weekend,67
2023-06-24,P003,Office Chair,Furniture,Chairs,738,15,9963.0,10,S003,North,0,Weekend,90
2023-06-24,P004,Coffee Maker,Appliances,Kitchen,588,11,5497.8,15,S001,West,0,Weekend,90
2023-06-24,P005,Sneakers,Fashion,Footwear,112,7,705.6,10,S004,West,0,Weekend,69
2023-06-24,P006,Smartwatch,Electronics,Wearable Devices,760,9,6156.0,10,S003,East,0,Weekend,69
2023-06-24,P007,Yoga Mat,Fitness,Accessories,1073,13,13251.55,5,S002,North,0,Weekend,92
2023-06-24,P008,Backpack,Fashion,Bags,626,14,7449.4,15,S002,East,0,Weekend,91
2023-06-24,P009,DSLR Camera,Electronics,Cameras,501,9,4283.55,5,S003,East,0,Weekend,62
2023-06-25,P001,Wireless Headphones,Electronics,Audio Devices,506,12,5161.2,15,S003,East,0,Weekend,77
2023-06-25,P002,Gaming Laptop,Electronics,Computers,918,18,16524.0,0,S004,West,0,Weekend,67
2023-06-25,P003,Office Chair,Furniture,Chairs,1095,18,16753.5,15,S001,West,0,Weekend,93
2023-06-25,P004,Coffee Maker,Appliances,Kitchen,834,3,2502.0,0,S004,East,0,Weekend,94
2023-06-25,P005,Sneakers,Fashion,Footwear,760,17,12274.0,5,S001,West,0,Weekend,69
2023-06-25,P006,Smartwatch,Electronics,Wearable Devices,715,15,9652.5,10,S004,East,0,Weekend,60
2023-06-25,P007,Yoga Mat,Fitness,Accessories,393,5,1866.75,5,S001,North,0,Weekend,61
2023-06-25,P008,Backpack,Fashion,Bags,1162,17,16790.899999999998,15,S002,South,0,Weekend,86
2023-06-25,P009,DSLR Camera,Electronics,Cameras,246,2,492.0,0,S003,West,0,Weekend,86
2023-06-26,P001,Wireless Headphones,Electronics,Audio Devices,1088,14,14470.4,5,S004,South,0,Weekday,62
2023-06-26,P002,Gaming Laptop,Electronics,Computers,81,17,1239.3,10,S002,North,0,Weekday,70
2023-06-26,P003,Office Chair,Furniture,Chairs,1114,6,6684.0,0,S004,North,0,Weekday,98
2023-06-26,P004,Coffee Maker,Appliances,Kitchen,636,19,10875.6,10,S004,West,0,Weekday,92
2023-06-26,P005,Sneakers,Fashion,Footwear,834,3,2502.0,0,S004,North,0,Weekday,85
2023-06-26,P006,Smartwatch,Electronics,Wearable Devices,1096,10,10412.0,5,S003,East,0,Weekday,92
2023-06-26,P007,Yoga Mat,Fitness,Accessories,875,1,831.25,5,S002,South,0,Weekday,86
2023-06-26,P008,Backpack,Fashion,Bags,867,16,13178.4,5,S002,South,0,Weekday,79
2023-06-26,P009,DSLR Camera,Electronics,Cameras,534,14,6728.400000000001,10,S004,East,0,Weekday,80
2023-06-27,P001,Wireless Headphones,Electronics,Audio Devices,765,1,726.75,5,S004,East,0,Weekday,96
2023-06-27,P002,Gaming Laptop,Electronics,Computers,351,8,2527.2000000000003,10,S001,West,0,Weekday,94
2023-06-27,P003,Office Chair,Furniture,Chairs,209,6,1254.0,0,S003,West,0,Weekday,76
2023-06-27,P004,Coffee Maker,Appliances,Kitchen,1118,10,9503.0,15,S001,West,0,Weekday,63
2023-06-27,P005,Sneakers,Fashion,Footwear,896,15,13440.0,0,S002,West,0,Weekday,73
2023-06-27,P006,Smartwatch,Electronics,Wearable Devices,73,8,525.6,10,S002,West,0,Weekday,81
2023-06-27,P007,Yoga Mat,Fitness,Accessories,574,17,9758.0,0,S002,South,0,Weekday,100
2023-06-27,P008,Backpack,Fashion,Bags,757,9,6131.7,10,S004,South,0,Weekday,86
2023-06-27,P009,DSLR Camera,Electronics,Cameras,865,10,8650.0,0,S002,West,0,Weekday,87
2023-06-28,P001,Wireless Headphones,Electronics,Audio Devices,484,10,4598.0,5,S001,West,0,Weekday,61
2023-06-28,P002,Gaming Laptop,Electronics,Computers,385,17,6217.75,5,S002,North,0,Weekday,62
2023-06-28,P003,Office Chair,Furniture,Chairs,511,2,970.9,5,S001,North,0,Weekday,61
2023-06-28,P004,Coffee Maker,Appliances,Kitchen,618,6,3708.0,0,S004,South,0,Weekday,65
2023-06-28,P005,Sneakers,Fashion,Footwear,398,16,6368.0,0,S003,South,0,Weekday,100
2023-06-28,P006,Smartwatch,Electronics,Wearable Devices,779,2,1480.1,5,S001,East,0,Weekday,98
2023-06-28,P007,Yoga Mat,Fitness,Accessories,424,5,2120.0,0,S001,North,0,Weekday,75
2023-06-28,P008,Backpack,Fashion,Bags,905,14,11403.0,10,S003,East,0,Weekday,90
2023-06-28,P009,DSLR Camera,Electronics,Cameras,1167,4,3967.7999999999997,15,S004,North,0,Weekday,63
2023-06-29,P001,Wireless Headphones,Electronics,Audio Devices,663,17,10707.449999999999,5,S003,South,0,Weekday,69
2023-06-29,P002,Gaming Laptop,Electronics,Computers,483,13,5337.15,15,S002,North,0,Weekday,82
2023-06-29,P003,Office Chair,Furniture,Chairs,443,4,1594.8,10,S001,East,0,Weekday,62
2023-06-29,P004,Coffee Maker,Appliances,Kitchen,583,12,5946.599999999999,15,S004,West,0,Weekday,74
2023-06-29,P005,Sneakers,Fashion,Footwear,980,11,10241.0,5,S001,East,0,Weekday,77
2023-06-29,P006,Smartwatch,Electronics,Wearable Devices,499,7,3143.7000000000003,10,S002,North,0,Weekday,63
2023-06-29,P007,Yoga Mat,Fitness,Accessories,951,5,4755.0,0,S004,South,0,Weekday,66
2023-06-29,P008,Backpack,Fashion,Bags,804,9,6150.599999999999,15,S001,North,0,Weekday,91
2023-06-29,P009,DSLR Camera,Electronics,Cameras,904,10,7684.0,15,S002,South,0,Weekday,94
2023-06-30,P001,Wireless Headphones,Electronics,Audio Devices,231,2,392.7,15,S003,East,0,Weekday,89
2023-06-30,P002,Gaming Laptop,Electronics,Computers,367,12,3743.4,15,S003,East,0,Weekday,91
2023-06-30,P003,Office Chair,Furniture,Chairs,431,17,6960.65,5,S004,North,0,Weekday,95
2023-06-30,P004,Coffee Maker,Appliances,Kitchen,615,7,3659.25,15,S004,East,0,Weekday,97
2023-06-30,P005,Sneakers,Fashion,Footwear,599,13,7787.0,0,S004,South,0,Weekday,97
2023-06-30,P006,Smartwatch,Electronics,Wearable Devices,517,20,10340.0,0,S001,South,0,Weekday,72
2023-06-30,P007,Yoga Mat,Fitness,Accessories,836,13,9781.2,10,S002,West,0,Weekday,94
2023-06-30,P008,Backpack,Fashion,Bags,744,4,2529.6,15,S002,South,0,Weekday,98
2023-06-30,P009,DSLR Camera,Electronics,Cameras,324,20,6156.0,5,S004,South,0,Weekday,94
2023-07-01,P001,Wireless Headphones,Electronics,Audio Devices,926,11,9676.699999999999,5,S003,West,0,Weekend,75
2023-07-01,P002,Gaming Laptop,Electronics,Computers,1186,8,9013.6,5,S002,West,0,Weekend,96
2023-07-01,P003,Office Chair,Furniture,Chairs,348,17,5324.400000000001,10,S001,West,0,Weekend,64
2023-07-01,P004,Coffee Maker,Appliances,Kitchen,91,5,432.25,5,S001,West,0,Weekend,87
2023-07-01,P005,Sneakers,Fashion,Footwear,179,18,2899.8,10,S003,West,0,Weekend,75
2023-07-01,P006,Smartwatch,Electronics,Wearable Devices,782,9,6686.099999999999,5,S003,East,0,Weekend,76
2023-07-01,P007,Yoga Mat,Fitness,Accessories,834,5,3753.0,10,S002,South,0,Weekend,85
2023-07-01,P008,Backpack,Fashion,Bags,319,13,4147.0,0,S001,West,0,Weekend,74
2023-07-01,P009,DSLR Camera,Electronics,Cameras,568,2,1022.4,10,S001,North,0,Weekend,76
2023-07-02,P001,Wireless Headphones,Electronics,Audio Devices,355,15,4526.25,15,S004,West,0,Weekend,77
2023-07-02,P002,Gaming Laptop,Electronics,Computers,683,2,1297.7,5,S004,South,0,Weekend,75
2023-07-02,P003,Office Chair,Furniture,Chairs,245,8,1862.0,5,S003,South,0,Weekend,66
2023-07-02,P004,Coffee Maker,Appliances,Kitchen,100,17,1700.0,0,S003,West,0,Weekend,95
2023-07-02,P005,Sneakers,Fashion,Footwear,453,18,7746.299999999999,5,S004,East,0,Weekend,63
2023-07-02,P006,Smartwatch,Electronics,Wearable Devices,556,1,528.1999999999999,5,S002,East,0,Weekend,68
2023-07-02,P007,Yoga Mat,Fitness,Accessories,482,2,867.6,10,S001,West,0,Weekend,71
2023-07-02,P008,Backpack,Fashion,Bags,572,9,4890.599999999999,5,S001,East,0,Weekend,69
2023-07-02,P009,DSLR Camera,Electronics,Cameras,186,16,2678.4,10,S001,South,0,Weekend,67
2023-07-03,P001,Wireless Headphones,Electronics,Audio Devices,948,7,6636.0,0,S004,South,0,Weekday,68
2023-07-03,P002,Gaming Laptop,Electronics,Computers,1084,18,16585.2,15,S002,East,0,Weekday,79
2023-07-03,P003,Office Chair,Furniture,Chairs,702,5,3334.5,5,S001,West,0,Weekday,76
2023-07-03,P004,Coffee Maker,Appliances,Kitchen,422,3,1266.0,0,S003,South,0,Weekday,87
2023-07-03,P005,Sneakers,Fashion,Footwear,541,11,5355.900000000001,10,S002,North,0,Weekday,76
2023-07-03,P006,Smartwatch,Electronics,Wearable Devices,1064,16,16172.8,5,S002,North,0,Weekday,80
2023-07-03,P007,Yoga Mat,Fitness,Accessories,1144,14,13613.6,15,S002,North,0,Weekday,66
2023-07-03,P008,Backpack,Fashion,Bags,486,7,3231.8999999999996,5,S004,West,0,Weekday,86
2023-07-03,P009,DSLR Camera,Electronics,Cameras,631,19,10790.1,10,S002,West,0,Weekday,64
2023-07-04,P001,Wireless Headphones,Electronics,Audio Devices,831,18,12714.3,15,S001,South,0,Weekday,92
2023-07-04,P002,Gaming Laptop,Electronics,Computers,1094,10,9299.0,15,S004,South,0,Weekday,80
2023-07-04,P003,Office Chair,Furniture,Chairs,995,17,16915.0,0,S004,East,0,Weekday,71
2023-07-04,P004,Coffee Maker,Appliances,Kitchen,613,18,9930.6,10,S002,East,0,Weekday,93
2023-07-04,P005,Sneakers,Fashion,Footwear,228,11,2382.6,5,S004,South,0,Weekday,87
2023-07-04,P006,Smartwatch,Electronics,Wearable Devices,716,13,7911.8,15,S003,South,0,Weekday,94
2023-07-04,P007,Yoga Mat,Fitness,Accessories,808,8,6464.0,0,S004,East,0,Weekday,85
2023-07-04,P008,Backpack,Fashion,Bags,178,16,2848.0,0,S002,South,0,Weekday,76
2023-07-04,P009,DSLR Camera,Electronics,Cameras,492,6,2804.4,5,S001,South,0,Weekday,73
2023-07-05,P001,Wireless Headphones,Electronics,Audio Devices,1065,2,2130.0,0,S001,North,0,Weekday,83
2023-07-05,P002,Gaming Laptop,Electronics,Computers,940,10,9400.0,0,S001,South,0,Weekday,62
2023-07-05,P003,Office Chair,Furniture,Chairs,305,12,3477.0,5,S001,East,0,Weekday,87
2023-07-05,P004,Coffee Maker,Appliances,Kitchen,783,1,783.0,0,S003,West,0,Weekday,79
2023-07-05,P005,Sneakers,Fashion,Footwear,398,6,2029.8,15,S004,West,0,Weekday,70
2023-07-05,P006,Smartwatch,Electronics,Wearable Devices,418,7,2926.0,0,S001,North,0,Weekday,68
2023-07-05,P007,Yoga Mat,Fitness,Accessories,968,13,10696.4,15,S003,East,0,Weekday,70
2023-07-05,P008,Backpack,Fashion,Bags,486,5,2308.5,5,S003,South,0,Weekday,86
2023-07-05,P009,DSLR Camera,Electronics,Cameras,376,10,3572.0,5,S002,West,0,Weekday,72
2023-07-06,P001,Wireless Headphones,Electronics,Audio Devices,54,7,359.09999999999997,5,S002,South,0,Weekday,76
2023-07-06,P002,Gaming Laptop,Electronics,Computers,871,20,15678.0,10,S002,West,0,Weekday,76
2023-07-06,P003,Office Chair,Furniture,Chairs,990,16,15840.0,0,S002,North,0,Weekday,93
2023-07-06,P004,Coffee Maker,Appliances,Kitchen,521,18,7971.3,15,S002,West,0,Weekday,84
2023-07-06,P005,Sneakers,Fashion,Footwear,65,16,1040.0,0,S001,South,0,Weekday,60
2023-07-06,P006,Smartwatch,Electronics,Wearable Devices,1133,9,9177.300000000001,10,S004,North,0,Weekday,79
2023-07-06,P007,Yoga Mat,Fitness,Accessories,167,20,3340.0,0,S004,East,0,Weekday,60
2023-07-06,P008,Backpack,Fashion,Bags,947,16,12879.199999999999,15,S002,South,0,Weekday,90
2023-07-06,P009,DSLR Camera,Electronics,Cameras,1095,6,6241.5,5,S003,West,0,Weekday,90
2023-07-07,P001,Wireless Headphones,Electronics,Audio Devices,1026,12,11080.800000000001,10,S001,North,0,Weekday,71
2023-07-07,P002,Gaming Laptop,Electronics,Computers,951,8,7608.0,0,S003,West,0,Weekday,89
2023-07-07,P003,Office Chair,Furniture,Chairs,1182,1,1004.6999999999999,15,S004,North,0,Weekday,91
2023-07-07,P004,Coffee Maker,Appliances,Kitchen,1003,20,18054.0,10,S001,South,0,Weekday,82
2023-07-07,P005,Sneakers,Fashion,Footwear,469,19,8465.449999999999,5,S004,South,0,Weekday,99
2023-07-07,P006,Smartwatch,Electronics,Wearable Devices,951,6,5706.0,0,S003,South,0,Weekday,61
2023-07-07,P007,Yoga Mat,Fitness,Accessories,249,4,996.0,0,S001,East,0,Weekday,94
2023-07-07,P008,Backpack,Fashion,Bags,1070,3,2889.0,10,S002,West,0,Weekday,75
2023-07-07,P009,DSLR Camera,Electronics,Cameras,130,12,1404.0,10,S004,North,0,Weekday,61
2023-07-08,P001,Wireless Headphones,Electronics,Audio Devices,186,1,176.7,5,S003,West,0,Weekend,64
2023-07-08,P002,Gaming Laptop,Electronics,Computers,585,19,9447.75,15,S001,West,0,Weekend,63
2023-07-08,P003,Office Chair,Furniture,Chairs,1035,20,18630.0,10,S001,East,0,Weekend,76
2023-07-08,P004,Coffee Maker,Appliances,Kitchen,367,16,5284.8,10,S004,East,0,Weekend,87
2023-07-08,P005,Sneakers,Fashion,Footwear,298,14,3546.2,15,S004,West,0,Weekend,63
2023-07-08,P006,Smartwatch,Electronics,Wearable Devices,272,14,3236.7999999999997,15,S002,South,0,Weekend,86
2023-07-08,P007,Yoga Mat,Fitness,Accessories,858,15,10939.5,15,S002,West,0,Weekend,82
2023-07-08,P008,Backpack,Fashion,Bags,273,5,1160.25,15,S001,West,0,Weekend,96
2023-07-08,P009,DSLR Camera,Electronics,Cameras,745,5,3725.0,0,S003,West,0,Weekend,83
2023-07-09,P001,Wireless Headphones,Electronics,Audio Devices,849,14,11291.699999999999,5,S002,North,0,Weekend,100
2023-07-09,P002,Gaming Laptop,Electronics,Computers,147,11,1455.3,10,S003,South,0,Weekend,60
2023-07-09,P003,Office Chair,Furniture,Chairs,881,15,13215.0,0,S002,West,0,Weekend,72
2023-07-09,P004,Coffee Maker,Appliances,Kitchen,408,4,1468.8,10,S001,North,0,Weekend,65
2023-07-09,P005,Sneakers,Fashion,Footwear,1019,1,866.15,15,S001,East,0,Weekend,87
2023-07-09,P006,Smartwatch,Electronics,Wearable Devices,859,4,3092.4,10,S001,South,0,Weekend,98
2023-07-09,P007,Yoga Mat,Fitness,Accessories,798,3,2154.6,10,S004,West,0,Weekend,61
2023-07-09,P008,Backpack,Fashion,Bags,523,20,10460.0,0,S003,East,0,Weekend,87
2023-07-09,P009,DSLR Camera,Electronics,Cameras,526,17,8942.0,0,S001,East,0,Weekend,85
2023-07-10,P001,Wireless Headphones,Electronics,Audio Devices,411,11,4521.0,0,S002,South,0,Weekday,95
2023-07-10,P002,Gaming Laptop,Electronics,Computers,904,7,6328.0,0,S001,North,0,Weekday,61
2023-07-10,P003,Office Chair,Furniture,Chairs,230,6,1173.0,15,S004,West,0,Weekday,75
2023-07-10,P004,Coffee Maker,Appliances,Kitchen,201,1,170.85,15,S004,East,0,Weekday,75
2023-07-10,P005,Sneakers,Fashion,Footwear,283,13,3495.0499999999997,5,S004,East,0,Weekday,85
2023-07-10,P006,Smartwatch,Electronics,Wearable Devices,1070,1,909.5,15,S001,East,0,Weekday,71
2023-07-10,P007,Yoga Mat,Fitness,Accessories,492,11,5412.0,0,S004,East,0,Weekday,68
2023-07-10,P008,Backpack,Fashion,Bags,916,3,2748.0,0,S003,West,0,Weekday,66
2023-07-10,P009,DSLR Camera,Electronics,Cameras,690,18,11178.0,10,S002,East,0,Weekday,82
2023-07-11,P001,Wireless Headphones,Electronics,Audio Devices,865,18,13234.5,15,S003,North,0,Weekday,100
2023-07-11,P002,Gaming Laptop,Electronics,Computers,558,11,5217.3,15,S004,West,0,Weekday,77
2023-07-11,P003,Office Chair,Furniture,Chairs,1018,8,7329.6,10,S004,East,0,Weekday,96
2023-07-11,P004,Coffee Maker,Appliances,Kitchen,858,2,1458.6,15,S002,South,0,Weekday,72
2023-07-11,P005,Sneakers,Fashion,Footwear,801,20,15219.0,5,S001,East,0,Weekday,64
2023-07-11,P006,Smartwatch,Electronics,Wearable Devices,996,4,3386.4,15,S004,East,0,Weekday,99
2023-07-11,P007,Yoga Mat,Fitness,Accessories,362,20,6878.0,5,S004,East,0,Weekday,90
2023-07-11,P008,Backpack,Fashion,Bags,328,11,3608.0,0,S004,West,0,Weekday,74
2023-07-11,P009,DSLR Camera,Electronics,Cameras,1040,3,3120.0,0,S002,North,0,Weekday,64
2023-07-12,P001,Wireless Headphones,Electronics,Audio Devices,380,1,323.0,15,S003,West,0,Weekday,86
2023-07-12,P002,Gaming Laptop,Electronics,Computers,1016,6,5181.599999999999,15,S004,North,0,Weekday,100
2023-07-12,P003,Office Chair,Furniture,Chairs,391,15,5278.5,10,S001,East,0,Weekday,68
2023-07-12,P004,Coffee Maker,Appliances,Kitchen,805,19,14530.25,5,S004,West,0,Weekday,82
2023-07-12,P005,Sneakers,Fashion,Footwear,875,12,9450.0,10,S002,East,0,Weekday,67
2023-07-12,P006,Smartwatch,Electronics,Wearable Devices,553,14,7354.9,5,S004,North,0,Weekday,67
2023-07-12,P007,Yoga Mat,Fitness,Accessories,909,8,6908.4,5,S003,West,0,Weekday,62
